timestamp,source,query,file,status,notes
2025-11-13T21:44:12.205332+00:00,semantic_scholar,pregnancy vtamin supplementation,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_pregnancy_vtamin_supplementation_1763070252.json,success,"search_returned:5, details_returned:0"
2025-11-13T21:44:14.098462+00:00,sciencedirect,pregnancy vtamin supplementation,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=pregnancy+vtamin+supplementation&count=5
2025-11-13T21:44:16.840513+00:00,google_books,pregnancy vtamin supplementation,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_pregnancy_vtamin_supplementation_1763070256.json,success,5 items retrieved.
2025-11-13T21:44:25.766146+00:00,openlibrary,pregnancy vtamin supplementation,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_pregnancy_vtamin_supplementation_1763070265.json,success,0 docs retrieved.
2025-11-13T21:44:31.132779+00:00,pubmed,AI in maternal health monitoring,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_AI_in_maternal_health_monitoring_1763070271.xml,success,5 articles retrieved.
2025-11-13T21:44:34.421352+00:00,crossref,AI in maternal health monitoring,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_AI_in_maternal_health_monitoring_1763070274.json,success,5 articles retrieved.
2025-11-13T21:45:01.731895+00:00,semantic_scholar,AI in maternal health monitoring,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_AI_in_maternal_health_monitoring_1763070301.json,success,"search_returned:5, details_returned:0"
2025-11-13T21:45:03.856459+00:00,sciencedirect,AI in maternal health monitoring,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=AI+in+maternal+health+monitoring&count=5
2025-11-13T21:45:05.865690+00:00,google_books,AI in maternal health monitoring,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_AI_in_maternal_health_monitoring_1763070305.json,success,5 items retrieved.
2025-11-13T21:45:08.009365+00:00,openlibrary,AI in maternal health monitoring,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_AI_in_maternal_health_monitoring_1763070308.json,success,0 docs retrieved.
2025-11-13T21:57:35.279364+00:00,pubmed,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_maternal_nutrition_during_pregnancy_1763071055.xml,success,5 articles retrieved.
2025-11-13T21:57:37.940225+00:00,crossref,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_maternal_nutrition_during_pregnancy_1763071057.json,success,5 articles retrieved.
2025-11-13T21:58:31.692431+00:00,semantic_scholar,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_maternal_nutrition_during_pregnancy_1763071111.json,success,"search_returned:5, details_returned:0"
2025-11-13T21:58:33.720380+00:00,sciencedirect,maternal nutrition during pregnancy,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=maternal+nutrition+during+pregnancy&count=5
2025-11-13T21:58:36.733305+00:00,google_books,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_maternal_nutrition_during_pregnancy_1763071116.json,success,5 items retrieved.
2025-11-13T21:58:39.027488+00:00,openlibrary,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_maternal_nutrition_during_pregnancy_1763071119.json,success,5 docs retrieved.
2025-11-13T21:58:44.047307+00:00,pubmed,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_fertility_and_menstrual_cycle_prediction_1763071124.xml,success,5 articles retrieved.
2025-11-13T21:58:46.558283+00:00,crossref,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_fertility_and_menstrual_cycle_prediction_1763071126.json,success,5 articles retrieved.
2025-11-13T21:59:12.888412+00:00,semantic_scholar,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_fertility_and_menstrual_cycle_prediction_1763071152.json,success,"search_returned:5, details_returned:0"
2025-11-13T21:59:14.682115+00:00,sciencedirect,fertility and menstrual cycle prediction,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=fertility+and+menstrual+cycle+prediction&count=5
2025-11-13T21:59:17.545365+00:00,google_books,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_fertility_and_menstrual_cycle_prediction_1763071157.json,success,5 items retrieved.
2025-11-13T21:59:19.687336+00:00,openlibrary,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_fertility_and_menstrual_cycle_prediction_1763071159.json,success,0 docs retrieved.
2025-11-13T21:59:24.573456+00:00,pubmed,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_gestational_diabetes_prevention_1763071164.xml,success,5 articles retrieved.
2025-11-13T21:59:27.052593+00:00,crossref,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_gestational_diabetes_prevention_1763071167.json,success,5 articles retrieved.
2025-11-13T21:59:58.235784+00:00,semantic_scholar,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_gestational_diabetes_prevention_1763071198.json,success,"search_returned:5, details_returned:0"
2025-11-13T22:00:00.074675+00:00,sciencedirect,gestational diabetes prevention,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=gestational+diabetes+prevention&count=5
2025-11-13T22:00:02.032796+00:00,google_books,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_gestational_diabetes_prevention_1763071202.json,success,5 items retrieved.
2025-11-13T22:00:04.188099+00:00,openlibrary,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_gestational_diabetes_prevention_1763071204.json,success,5 docs retrieved.
2025-11-13T22:00:09.327408+00:00,pubmed,prenatal exercise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_prenatal_exercise_and_fetal_health_1763071209.xml,success,5 articles retrieved.
2025-11-13T22:00:11.906564+00:00,crossref,prenatal exercise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_prenatal_exercise_and_fetal_health_1763071211.json,success,5 articles retrieved.
2025-11-13T22:00:13.888698+00:00,semantic_scholar,prenatal exercise and fetal health,,error,Search failed with status 429
2025-11-13T22:00:39.702708+00:00,sciencedirect,prenatal exercise and fetal health,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=prenatal+exercise+and+fetal+health&count=5
2025-11-13T22:00:41.821948+00:00,google_books,prenatal exercise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_prenatal_exercise_and_fetal_health_1763071241.json,success,5 items retrieved.
2025-11-13T22:00:43.988399+00:00,openlibrary,prenatal exercise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_prenatal_exercise_and_fetal_health_1763071243.json,success,0 docs retrieved.
2025-11-13T22:00:49.246628+00:00,pubmed,postpartum depression management,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_postpartum_depression_management_1763071249.xml,success,5 articles retrieved.
2025-11-13T22:00:51.952335+00:00,crossref,postpartum depression management,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_postpartum_depression_management_1763071251.json,success,5 articles retrieved.
2025-11-13T22:02:07.916604+00:00,semantic_scholar,postpartum depression management,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_postpartum_depression_management_1763071327.json,success,"search_returned:5, details_returned:0"
2025-11-13T22:02:09.644100+00:00,sciencedirect,postpartum depression management,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=postpartum+depression+management&count=5
2025-11-13T22:02:12.061802+00:00,google_books,postpartum depression management,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_postpartum_depression_management_1763071332.json,success,5 items retrieved.
2025-11-13T22:02:14.101219+00:00,openlibrary,postpartum depression management,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_postpartum_depression_management_1763071334.json,success,5 docs retrieved.
2025-11-13T22:02:18.981329+00:00,pubmed,pregnancy vitamin supplementation,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_pregnancy_vitamin_supplementation_1763071338.xml,success,5 articles retrieved.
2025-11-13T22:02:21.894754+00:00,crossref,pregnancy vitamin supplementation,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_pregnancy_vitamin_supplementation_1763071341.json,success,5 articles retrieved.
2025-11-13T22:02:23.895231+00:00,semantic_scholar,pregnancy vitamin supplementation,,error,Search failed with status 429
2025-11-13T22:02:25.717782+00:00,sciencedirect,pregnancy vitamin supplementation,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=pregnancy+vitamin+supplementation&count=5
2025-11-13T22:02:28.625051+00:00,google_books,pregnancy vitamin supplementation,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_pregnancy_vitamin_supplementation_1763071348.json,success,5 items retrieved.
2025-11-13T22:02:30.733235+00:00,openlibrary,pregnancy vitamin supplementation,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_pregnancy_vitamin_supplementation_1763071350.json,success,5 docs retrieved.
2025-11-13T22:02:36.012923+00:00,pubmed,AI in maternal health monitoring,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_AI_in_maternal_health_monitoring_1763071356.xml,success,5 articles retrieved.
2025-11-13T22:02:38.490356+00:00,crossref,AI in maternal health monitoring,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_AI_in_maternal_health_monitoring_1763071358.json,success,5 articles retrieved.
2025-11-13T22:03:10.332432+00:00,semantic_scholar,AI in maternal health monitoring,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_AI_in_maternal_health_monitoring_1763071390.json,success,"search_returned:5, details_returned:0"
2025-11-13T22:03:12.287300+00:00,sciencedirect,AI in maternal health monitoring,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=AI+in+maternal+health+monitoring&count=5
2025-11-13T22:03:14.327323+00:00,google_books,AI in maternal health monitoring,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_AI_in_maternal_health_monitoring_1763071394.json,success,5 items retrieved.
2025-11-13T22:03:16.602436+00:00,openlibrary,AI in maternal health monitoring,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_AI_in_maternal_health_monitoring_1763071396.json,success,0 docs retrieved.
2025-11-13T22:20:00.562175+00:00,pubmed,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_maternal_nutrition_during_pregnancy_1763072400.xml,success,5 articles retrieved.
2025-11-13T22:20:03.597238+00:00,crossref,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_maternal_nutrition_during_pregnancy_1763072403.json,success,5 articles retrieved.
2025-11-13T22:20:40.398058+00:00,semantic_scholar,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_maternal_nutrition_during_pregnancy_1763072440.json,success,"search_returned:5, details_returned:0"
2025-11-13T22:20:42.629658+00:00,sciencedirect,maternal nutrition during pregnancy,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=maternal+nutrition+during+pregnancy&count=5
2025-11-13T22:20:45.432628+00:00,google_books,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_maternal_nutrition_during_pregnancy_1763072445.json,success,5 items retrieved.
2025-11-13T22:20:47.807534+00:00,openlibrary,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_maternal_nutrition_during_pregnancy_1763072447.json,success,5 docs retrieved.
2025-11-13T22:20:52.751126+00:00,pubmed,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_fertility_and_menstrual_cycle_prediction_1763072452.xml,success,5 articles retrieved.
2025-11-13T22:20:55.453677+00:00,crossref,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_fertility_and_menstrual_cycle_prediction_1763072455.json,success,5 articles retrieved.
2025-11-13T22:21:04.117059+00:00,semantic_scholar,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_fertility_and_menstrual_cycle_prediction_1763072464.json,success,"search_returned:5, details_returned:0"
2025-11-13T22:21:05.985141+00:00,sciencedirect,fertility and menstrual cycle prediction,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=fertility+and+menstrual+cycle+prediction&count=5
2025-11-13T22:21:08.736085+00:00,google_books,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_fertility_and_menstrual_cycle_prediction_1763072468.json,success,5 items retrieved.
2025-11-13T22:21:10.848350+00:00,openlibrary,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_fertility_and_menstrual_cycle_prediction_1763072470.json,success,0 docs retrieved.
2025-11-13T22:21:15.742886+00:00,pubmed,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_gestational_diabetes_prevention_1763072475.xml,success,5 articles retrieved.
2025-11-13T22:21:18.315006+00:00,crossref,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_gestational_diabetes_prevention_1763072478.json,success,5 articles retrieved.
2025-11-13T22:21:41.958535+00:00,semantic_scholar,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_gestational_diabetes_prevention_1763072501.json,success,"search_returned:5, details_returned:0"
2025-11-13T22:21:43.782865+00:00,sciencedirect,gestational diabetes prevention,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=gestational+diabetes+prevention&count=5
2025-11-13T22:21:46.406842+00:00,google_books,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_gestational_diabetes_prevention_1763072506.json,success,5 items retrieved.
2025-11-13T22:21:48.450330+00:00,openlibrary,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_gestational_diabetes_prevention_1763072508.json,success,5 docs retrieved.
2025-11-13T22:21:53.551277+00:00,pubmed,prenatal exercise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_prenatal_exercise_and_fetal_health_1763072513.xml,success,5 articles retrieved.
2025-11-13T22:21:56.108551+00:00,crossref,prenatal exercise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_prenatal_exercise_and_fetal_health_1763072516.json,success,5 articles retrieved.
2025-11-13T22:23:06.465565+00:00,semantic_scholar,prenatal exercise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_prenatal_exercise_and_fetal_health_1763072586.json,success,"search_returned:5, details_returned:0"
2025-11-13T22:23:08.463032+00:00,sciencedirect,prenatal exercise and fetal health,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=prenatal+exercise+and+fetal+health&count=5
2025-11-13T22:23:11.311948+00:00,google_books,prenatal exercise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_prenatal_exercise_and_fetal_health_1763072591.json,success,5 items retrieved.
2025-11-13T22:23:13.716095+00:00,openlibrary,prenatal exercise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_prenatal_exercise_and_fetal_health_1763072593.json,success,0 docs retrieved.
2025-11-13T22:23:19.056439+00:00,pubmed,postpartum depression management,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_postpartum_depression_management_1763072599.xml,success,5 articles retrieved.
2025-11-13T22:23:22.389627+00:00,crossref,postpartum depression management,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_postpartum_depression_management_1763072602.json,success,5 articles retrieved.
2025-11-13T22:23:53.182122+00:00,semantic_scholar,postpartum depression management,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_postpartum_depression_management_1763072633.json,success,"search_returned:5, details_returned:0"
2025-11-13T22:23:55.188341+00:00,sciencedirect,postpartum depression management,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=postpartum+depression+management&count=5
2025-11-13T22:23:57.859786+00:00,google_books,postpartum depression management,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_postpartum_depression_management_1763072637.json,success,5 items retrieved.
2025-11-13T22:24:00.012928+00:00,openlibrary,postpartum depression management,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_postpartum_depression_management_1763072640.json,success,5 docs retrieved.
2025-11-13T22:24:04.901487+00:00,pubmed,pregnancy vitamin supplementation,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_pregnancy_vitamin_supplementation_1763072644.xml,success,5 articles retrieved.
2025-11-13T22:24:07.426839+00:00,crossref,pregnancy vitamin supplementation,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_pregnancy_vitamin_supplementation_1763072647.json,success,5 articles retrieved.
2025-11-13T22:24:37.334199+00:00,semantic_scholar,pregnancy vitamin supplementation,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_pregnancy_vitamin_supplementation_1763072677.json,success,"search_returned:5, details_returned:0"
2025-11-13T22:24:39.139674+00:00,sciencedirect,pregnancy vitamin supplementation,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=pregnancy+vitamin+supplementation&count=5
2025-11-13T22:24:41.727261+00:00,google_books,pregnancy vitamin supplementation,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_pregnancy_vitamin_supplementation_1763072681.json,success,5 items retrieved.
2025-11-13T22:24:43.825088+00:00,openlibrary,pregnancy vitamin supplementation,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_pregnancy_vitamin_supplementation_1763072683.json,success,5 docs retrieved.
2025-11-13T22:24:49.251250+00:00,pubmed,AI in maternal health monitoring,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_AI_in_maternal_health_monitoring_1763072689.xml,success,5 articles retrieved.
2025-11-13T22:24:51.783887+00:00,crossref,AI in maternal health monitoring,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_AI_in_maternal_health_monitoring_1763072691.json,success,5 articles retrieved.
2025-11-13T22:24:53.749536+00:00,semantic_scholar,AI in maternal health monitoring,,error,Search failed with status 429
2025-11-13T22:24:55.565061+00:00,sciencedirect,AI in maternal health monitoring,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=AI+in+maternal+health+monitoring&count=5
2025-11-13T22:24:58.315886+00:00,google_books,AI in maternal health monitoring,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_AI_in_maternal_health_monitoring_1763072698.json,success,5 items retrieved.
2025-11-13T22:25:00.474896+00:00,openlibrary,AI in maternal health monitoring,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_AI_in_maternal_health_monitoring_1763072700.json,success,0 docs retrieved.
2025-11-13T22:29:08.158834+00:00,pubmed,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_maternal_nutrition_during_pregnancy_1763072948.xml,success,5 articles retrieved.
2025-11-13T22:29:11.736650+00:00,crossref,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_maternal_nutrition_during_pregnancy_1763072951.json,success,5 articles retrieved.
2025-11-13T22:29:41.575947+00:00,semantic_scholar,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_maternal_nutrition_during_pregnancy_1763072981.json,success,"search_returned:5, details_returned:0"
2025-11-13T22:29:43.469645+00:00,sciencedirect,maternal nutrition during pregnancy,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=maternal+nutrition+during+pregnancy&count=5
2025-11-13T22:29:45.631131+00:00,google_books,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_maternal_nutrition_during_pregnancy_1763072985.json,success,5 items retrieved.
2025-11-13T22:29:47.775757+00:00,openlibrary,maternal nutrition during pregnancy,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_maternal_nutrition_during_pregnancy_1763072987.json,success,5 docs retrieved.
2025-11-13T22:29:52.885866+00:00,pubmed,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_fertility_and_menstrual_cycle_prediction_1763072992.xml,success,5 articles retrieved.
2025-11-13T22:29:55.391684+00:00,crossref,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_fertility_and_menstrual_cycle_prediction_1763072995.json,success,5 articles retrieved.
2025-11-13T22:30:33.406629+00:00,semantic_scholar,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_fertility_and_menstrual_cycle_prediction_1763073033.json,success,"search_returned:5, details_returned:0"
2025-11-13T22:30:35.375343+00:00,sciencedirect,fertility and menstrual cycle prediction,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=fertility+and+menstrual+cycle+prediction&count=5
2025-11-13T22:30:38.255791+00:00,google_books,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_fertility_and_menstrual_cycle_prediction_1763073038.json,success,5 items retrieved.
2025-11-13T22:30:40.341451+00:00,openlibrary,fertility and menstrual cycle prediction,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_fertility_and_menstrual_cycle_prediction_1763073040.json,success,0 docs retrieved.
2025-11-13T22:30:45.270216+00:00,pubmed,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_gestational_diabetes_prevention_1763073045.xml,success,5 articles retrieved.
2025-11-13T22:30:47.858680+00:00,crossref,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_gestational_diabetes_prevention_1763073047.json,success,5 articles retrieved.
2025-11-13T22:32:18.064243+00:00,semantic_scholar,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_gestational_diabetes_prevention_1763073138.json,success,"search_returned:5, details_returned:0"
2025-11-13T22:32:20.148549+00:00,sciencedirect,gestational diabetes prevention,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=gestational+diabetes+prevention&count=5
2025-11-13T22:32:22.229332+00:00,google_books,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_gestational_diabetes_prevention_1763073142.json,success,5 items retrieved.
2025-11-13T22:32:24.384974+00:00,openlibrary,gestational diabetes prevention,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_gestational_diabetes_prevention_1763073144.json,success,5 docs retrieved.
2025-11-13T22:32:30.472704+00:00,pubmed,prenatal exercise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_prenatal_exercise_and_fetal_health_1763073150.xml,success,5 articles retrieved.
2025-11-13T22:32:33.064537+00:00,crossref,prenatal exercise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_prenatal_exercise_and_fetal_health_1763073153.json,success,5 articles retrieved.
2025-11-13T22:33:24.672386+00:00,semantic_scholar,prenatal exercise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_prenatal_exercise_and_fetal_health_1763073204.json,success,"search_returned:5, details_returned:0"
2025-11-13T22:33:26.494026+00:00,sciencedirect,prenatal exercise and fetal health,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=prenatal+exercise+and+fetal+health&count=5
2025-11-13T22:33:29.321375+00:00,google_books,prenatal exercise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_prenatal_exercise_and_fetal_health_1763073209.json,success,5 items retrieved.
2025-11-13T22:33:31.635644+00:00,openlibrary,prenatal exercise and fetal health,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_prenatal_exercise_and_fetal_health_1763073211.json,success,0 docs retrieved.
2025-11-13T22:33:36.873905+00:00,pubmed,postpartum depression management,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_postpartum_depression_management_1763073216.xml,success,5 articles retrieved.
2025-11-13T22:33:39.491336+00:00,crossref,postpartum depression management,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_postpartum_depression_management_1763073219.json,success,5 articles retrieved.
2025-11-13T22:33:41.460377+00:00,semantic_scholar,postpartum depression management,,error,Search failed with status 429
2025-11-13T22:33:43.402393+00:00,sciencedirect,postpartum depression management,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=postpartum+depression+management&count=5
2025-11-13T22:33:45.403687+00:00,google_books,postpartum depression management,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\google_books_postpartum_depression_management_1763073225.json,success,5 items retrieved.
2025-11-13T22:33:47.507711+00:00,openlibrary,postpartum depression management,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\openlibrary_postpartum_depression_management_1763073227.json,success,5 docs retrieved.
2025-11-13T22:33:52.483791+00:00,pubmed,pregnancy vitamin supplementation,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\pubmed_pregnancy_vitamin_supplementation_1763073232.xml,success,5 articles retrieved.
2025-11-13T22:33:55.003649+00:00,crossref,pregnancy vitamin supplementation,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\crossref_pregnancy_vitamin_supplementation_1763073235.json,success,5 articles retrieved.
2025-11-13T22:35:13.037457+00:00,semantic_scholar,pregnancy vitamin supplementation,C:\Users\chris\Documents\SEMESTER 5\IPPL\training\data\raw\semantic_scholar_pregnancy_vitamin_supplementation_1763073313.json,success,"search_returned:5, details_returned:0"
2025-11-13T22:35:15.326030+00:00,sciencedirect,pregnancy vitamin supplementation,,error,401 Client Error: Unauthorized for url: https://api.elsevier.com/content/search/sciencedirect?query=pregnancy+vitamin+supplementation&count=5
